Type,Impact,Category,File,Function,Count
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.createTestFile,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/auth/database/PlainPasswordFilePrincipalDatabaseTest.java,PlainPasswordFilePrincipalDatabaseTest.testUpdatePasswordIsSavedToFile,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/group/FileGroupDatabaseTest.java,FileGroupDatabaseTest.tearDown,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/encryption/AESKeyFileEncrypterFactoryTest.java,AESKeyFileEncrypterFactoryTest.testPermissionsAreChecked,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/auth/database/AbstractPasswordFilePrincipalDatabaseTest.java,AbstractPasswordFilePrincipalDatabaseTest.tearDown,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.testEmptyDirectoryDelete,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/util/FileHelperTest.java,FileHelperTest.testIsWritableDirectoryForNonWritablePath,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.testSearchSucceed,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/model/adapter/FileBasedGroupProviderImplTest.java,FileBasedGroupProviderImplTest.tearDown,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/auth/database/PlainPasswordFilePrincipalDatabaseTest.java,PlainPasswordFilePrincipalDatabaseTest.testDeletePrincipal,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.testNonRecursiveNonEmptyDirectoryDeleteFails,2
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/auth/database/Base64MD5PasswordFilePrincipalDatabaseTest.java,Base64MD5PasswordFilePrincipalDatabaseTest.testSetPasswordFileWithReadOnlyFile,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/group/FileGroupDatabaseCaseInsensitiveTest.java,FileGroupDatabaseCaseInsensitiveTest.tearDown,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/auth/manager/PlainPasswordFileAuthenticationManagerFactoryTest.java,PlainPasswordFileAuthenticationManagerFactoryTest.tearDown,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/auth/manager/PlainPasswordDatabaseAuthenticationManagerTest.java,PlainPasswordDatabaseAuthenticationManagerTest.tearDown,1
RV: Bad use of return value,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/security/auth/database/PlainPasswordFilePrincipalDatabaseTest.java,PlainPasswordFilePrincipalDatabaseTest.testCreatePrincipalIsSavedToFile,1
Insecure SSL/TLS: bad TrustManager,High,High impact security,/src/test/java/org/apache/qpid/server/transport/SNITest.java,"org.apache.qpid.server.transport.SNITest$#1.checkServerTrusted(java.security.cert.X509Certificate[], java.lang.String)",1
Insecure SSL/TLS: bad TrustManager,High,High impact security,/src/test/java/org/apache/qpid/server/transport/SNITest.java,"org.apache.qpid.server.transport.SNITest$#1.checkClientTrusted(java.security.cert.X509Certificate[], java.lang.String)",1
Insecure SSL/TLS: bad TrustManager,High,High impact security,/src/test/java/org/apache/qpid/server/security/auth/manager/oauth2/OAuth2AuthenticationProviderImplTest.java,OAuth2AuthenticationProviderImplTest$TrustingTrustManager.checkServerTrusted,1
Insecure SSL/TLS: bad TrustManager,High,High impact security,/src/test/java/org/apache/qpid/server/security/auth/manager/oauth2/OAuth2AuthenticationProviderImplTest.java,OAuth2AuthenticationProviderImplTest$TrustingTrustManager.checkClientTrusted,1
Insecure SSL/TLS: bad HostnameVerifier,High,High impact security,/src/test/java/org/apache/qpid/server/security/auth/manager/oauth2/OAuth2AuthenticationProviderImplTest.java,OAuth2AuthenticationProviderImplTest$BlindHostnameVerifier.verify,1
Insecure SSL/TLS: SSLSession hostname not verified,High,High impact security,/src/test/java/org/apache/qpid/server/transport/network/security/ssl/SSLUtilTest.java,SSLUtilTest.getSSLEngineAfterHandshake,2
Insecure SSL/TLS: SSLSession hostname not verified,High,High impact security,/src/test/java/org/apache/qpid/server/transport/network/security/ssl/SSLUtilTest.java,SSLUtilTest.getSSLEngineAfterHandshake,2
Indefinite wait,High,Program hangs,/src/test/java/org/apache/qpid/server/configuration/updater/TaskExecutorTest.java,TaskExecutorTest$NeverEndingCallable.execute,1
Ignoring number of bytes read,Medium,Error handling issues,/src/test/java/org/apache/qpid/server/util/ByteBufferInputStreamTest.java,ByteBufferInputStreamTest.testAvailable,1
HE: Equal objects must have equal hashcodes,Low,SpotBugs: Bad practice,/src/test/java/org/apache/qpid/server/model/testmodels/lifecycle/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest$ChangeEvent.equals,1
GC: Suspicious calls to generic collection methods,Medium,SpotBugs: Correctness,/media/data/muse2/muse2repo_qpid_src/qpid-mutant20/broker-codegen/src/main/java/org/apache/qpid/server/protocol/v1_0/CompositeTypeConstructorGenerator.java,CompositeTypeConstructorGenerator.generateAssigners,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testChangeEnforcesAttributeValidValues,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDefaultContextVariableWhichRefersToThis,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testIntegerAttributeValueFromString,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDefaultedAttributeValue,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testParentDeletePropagatesToChild,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AncestorAttributeResolverTest.java,AncestorAttributeResolverTest.testResolveAncestorAttributeOfTypeMap,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDateAttributeFromMillis,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testMapToManagedAttributeValueEquality,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testOverriddenDefaultedAttributeValueRevertedToDefault,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateCarWithEngine,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDerivedAttributeValue,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AncestorAttributeResolverTest.java,AncestorAttributeResolverTest.testResolveAncestorAttributeOfTypeConfiguredObject,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDateAttributeFromIso8601,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateAwaitsAttainState_StateChangeAsyncErrors,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testNonGenericCollectionConverter,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDeleteConfiguredObjectWithChildrenReferringEachOther,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testIntegerAttributeValueFromDouble,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testEnumAttributeValueFromString,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDeleteConfiguredObjectReferredFromCollection,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateEnforcesAttributeValidValues,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/PreferencesTest.java,PreferencesTest.setUp,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testGlobalContextDefaultWithAncestorRef,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateCategoryDefault,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testStringAttributeValueFromContextVariableProvidedObjectsContext,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/ConfiguredObjectTypeRegistryTest.java,ConfiguredObjectTypeRegistryTest.testOperations,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testPEMCertificateConverter,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AncestorAttributeResolverTest.java,AncestorAttributeResolverTest.setUp,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testImmutableAttributeNullValue,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDefaultInitialization,3
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateAndLastUpdateDate,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testMapAttributeValueFromContextVariableProvidedBySystemProperty,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testBase64EncodedCertificateConverter,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateEnforcesAttributeValidValuePattern,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateAwaitsAttainState,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testSetContextVariable,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testGetChildren_NewChild,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testSetAttributesFiresListener,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testAttributePersistence,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDeleteConfiguredObjectWithReferredChildren,1
