Type,Impact,Category,File,Function,Count
SBSC: String concatenation in loop using + operator,Low,SpotBugs: Performance,/ComplexStaticIV.java,ComplexStaticIV.main,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/ComplexStaticIV.java,ComplexStaticIV.main,2
